"small.zip","Region","Rural.urban"
"02844","North","Rural"
"02842","North","Rural"
"02600","North","Rural"
"02603","North","Rural"
"02604","North","Rural"
"02601","North","Rural"
"02945","North","Rural"
"02863","North","Rural"
"02862","North","Rural"
"02864","North","Rural"
"02400","North","Rural"
"02401","North","Rural"
"02402","North","Rural"
"02403","North","Rural"
"02800","North","Rural"
"02881","North","Rural"
"02878","North","Rural"
"02887","North","Rural"
"02886","North","Rural"
"02885","North","Rural"
"02865","North","Rural"
"02866","North","Rural"
"02854","North","Rural"
"02700","North","Rural"
"02702","North","Rural"
"02824","North","Rural"
"02701","North","Rural"
"02823","North","Rural"
"02826","North","Rural"
"02821","North","Rural"
"02825","North","Rural"
"02703","North","Rural"
"02000","North","Urban"
"02001","North","Urban"
"02008","North","Urban"
"02003","North","Urban"
"02841","North","Urban"
"02002","North","Urban"
"02004","North","Urban"
"02827","North","Urban"
"02861","North","Rural"
"02867","North","Rural"
"02857","North","Rural"
"02868","North","Rural"
"02869","North","Rural"
"02955","North","Rural"
"02956","North","Rural"
"02957","North","Rural"
"02882","North","Rural"
"02200","North","Rural"
"02201","North","Rural"
"02202","North","Rural"
"02300","North","Urban"
"02304","North","Urban"
"02317","North","Urban"
"02311","North","Urban"
"02301","North","Urban"
"02313","North","Urban"
"02315","North","Urban"
"02944","North","Urban"
"02943","North","Urban"
"02942","North","Urban"
"02308","North","Urban"
"02811","North","Rural"
"02922","North","Rural"
"02833","North","Rural"
"02835","North","Rural"
"02834","North","Rural"
"02005","North","Rural"
"02923","North","Rural"
"02925","North","Rural"
"02006","North","Rural"
"02007","North","Rural"
"02884","North","Rural"
"02805","North","Rural"
"02804","North","Rural"
"02807","North","Rural"
"02806","North","Rural"
"02803","North","Rural"
"02836","North","Rural"
"02813","North","Rural"
"76123","South","Rural"
"76122","South","Rural"
"76121","South","Rural"
"76927","South","Rural"
"76925","South","Rural"
"76929","South","Rural"
"76926","South","Rural"
"76800","South","Rural"
"76916","South","Rural"
"76600","South","Rural"
"76903","South","Rural"
"76602","South","Rural"
"76300","South","Urban"
"76124","South","Urban"
"76302","South","Urban"
"76301","South","Urban"
"76200","South","Urban"
"76107","South","Rural"
"76106","South","Rural"
"76108","South","Rural"
"76700","South","Rural"
"76904","South","Rural"
"76911","South","Rural"
"76915","South","Rural"
"76914","South","Rural"
"76801","South","Rural"
"76131","South","Rural"
"76923","South","Rural"
"76109","South","Rural"
"76921","South","Rural"
"76924","South","Rural"
"76143","South","Rural"
"76144","South","Rural"
"76141","South","Rural"
"76400","South","Rural"
"76000","South","Urban"
"76101","South","Urban"
"76180","South","Urban"
"76104","South","Urban"
"76117","South","Urban"
"76103","South","Urban"
"76114","South","Urban"
"76901","South","Urban"
"76116","South","Urban"
"76115","South","Urban"
"76146","South","Rural"
"76902","South","Rural"
"76500","South","Rural"
"89954","South","Rural"
"89956","South","Rural"
"89955","South","Rural"
"89952","South","Rural"
"89953","South","Rural"
"89916","South","Rural"
"89917","South","Rural"
"89911","South","Rural"
"89176","South","Rural"
"89177","South","Rural"
"89400","South","Rural"
"89405","South","Rural"
"89406","South","Rural"
"89412","South","Rural"
"89413","South","Rural"
"89411","South","Rural"
"89407","South","Rural"
"89403","South","Rural"
"89401","South","Rural"
"89192","South","Rural"
"89316","South","Urban"
"89925","South","Urban"
"89931","South","Rural"
"89924","South","Rural"
"89922","South","Rural"
"89923","South","Rural"
"89932","South","Urban"
"89933","South","Rural"
"89104","South","Rural"
"89103","South","Rural"
"89106","South","Rural"
"89105","South","Rural"
"89600","South","Rural"
"89921","South","Rural"
"89525","South","Rural"
"89526","South","Rural"
"89524","South","Rural"
"89528","South","Rural"
"89527","South","Rural"
"89183","South","Rural"
"89182","South","Rural"
"89181","South","Rural"
"89902","South","Rural"
"89901","South","Rural"
"89903","South","Rural"
"89904","South","Rural"
"89905","South","Rural"
"89000","South","Urban"
"89115","South","Urban"
"89111","South","Urban"
"89208","South","Urban"
"89112","South","Urban"
"89927","South","Urban"
"89101","South","Urban"
"89102","South","Urban"
"89114","South","Urban"
"89113","South","Urban"
"89300","South","Urban"
"89311","South","Urban"
"89123","South","Urban"
"89301","South","Urban"
"89985","South","Urban"
"89302","South","Urban"
"89162","South","Rural"
"89161","South","Rural"
"89312","South","Rural"
"89315","South","Rural"
"89314","South","Rural"
"89323","South","Rural"
"89324","South","Rural"
"89943","South","Urban"
"89942","South","Urban"
"89944","South","Urban"
"89951","South","Urban"
"89945","South","Urban"
"89966","South","Urban"
"89965","South","Urban"
"89964","South","Urban"
"89963","South","Urban"
"89800","South","Rural"
"89702","South","Rural"
"89107","South","Rural"
"89701","South","Rural"
"89703","South","Rural"
"89109","South","Rural"
"89325","South","Rural"
"89326","South","Rural"
"89700","South","Rural"
"89802","South","Rural"
"89712","South","Rural"
"89713","South","Rural"
"89711","South","Rural"
"89936","South","Rural"
"89934","South","Rural"
"89935","South","Rural"
"89801","South","Rural"
"89137","South","Rural"
"89009","South","Rural"
"89914","South","Rural"
"89912","South","Rural"
"89913","South","Rural"
"89915","South","Rural"
"89136","South","Rural"
"89131","South","Rural"
"89134","South","Rural"
"89132","South","Rural"
"89973","South","Rural"
"89983","South","Rural"
"89518","South","Rural"
"89521","South","Rural"
"89517","South","Rural"
"89522","South","Rural"
"89500","South","Rural"
"89514","South","Rural"
"89502","South","Rural"
"89919","South","Rural"
"89613","South","Rural"
"89612","South","Rural"
"89501","South","Rural"
"89515","South","Rural"
"89611","South","Rural"
"89615","South","Rural"
"89616","South","Rural"
"89614","South","Rural"
"89511","South","Rural"
"89918","South","Rural"
"89512","South","Rural"
"89415","South","Rural"
"89422","South","Rural"
"89424","South","Rural"
"89417","South","Rural"
"89425","South","Rural"
"89421","South","Rural"
"89418","South","Rural"
"89423","South","Rural"
"89426","South","Rural"
"89971","South","Rural"
"89974","South","Rural"
"89975","South","Rural"
"89972","South","Rural"
"89976","South","Rural"
"89986","South","Rural"
"89982","South","Rural"
"89981","South","Rural"
"89984","South","Rural"
"89941","South","Rural"
"89121","South","Rural"
"89946","South","Rural"
"89404","South","Rural"
"89171","South","Rural"
"89174","South","Rural"
"89152","South","Rural"
"89151","South","Rural"
"89153","South","Rural"
"89433","South","Rural"
"89436","South","Rural"
"89434","South","Rural"
"89435","South","Rural"
"89191","South","Rural"
"89142","South","Rural"
"89143","South","Rural"
"89144","South","Rural"
"89431","South","Rural"
"89432","South","Rural"
"89193","South","Rural"
"89962","South","Rural"
"89961","South","Rural"
"24303","Kanto","Rural"
"24300","Kanto","Urban"
"24302","Kanto","Urban"
"24308","Kanto","Urban"
"24301","Kanto","Urban"
"25211","Kanto","Rural"
"25300","Kanto","Urban"
"24304","Kanto","Urban"
"25100","Kanto","Urban"
"25208","Kanto","Urban"
"25108","Kanto","Urban"
"25700","Kanto","Urban"
"25913","Kanto","Urban"
"25005","Kanto","Rural"
"25004","Kanto","Rural"
"25003","Kanto","Rural"
"25006","Kanto","Rural"
"24001","Kanto","Urban"
"25400","Kanto","Urban"
"25912","Kanto","Urban"
"25409","Kanto","Urban"
"25408","Kanto","Urban"
"25911","Kanto","Urban"
"25800","Kanto","Rural"
"24800","Kanto","Urban"
"24700","Kanto","Urban"
"21500","Kanto","Urban"
"21000","Kanto","Urban"
"21008","Kanto","Urban"
"21600","Kanto","Urban"
"21100","Kanto","Urban"
"21200","Kanto","Urban"
"21300","Kanto","Urban"
"21400","Kanto","Urban"
"25902","Kanto","Rural"
"25001","Kanto","Rural"
"23802","Kanto","Rural"
"23801","Kanto","Rural"
"25901","Kanto","Rural"
"25000","Kanto","Urban"
"25008","Kanto","Urban"
"25608","Kanto","Urban"
"25002","Kanto","Urban"
"25500","Kanto","Rural"
"25202","Kanto","Urban"
"25201","Kanto","Urban"
"25203","Kanto","Urban"
"25301","Kanto","Rural"
"25801","Kanto","Rural"
"25802","Kanto","Rural"
"24200","Kanto","Urban"
"22700","Kanto","Urban"
"22500","Kanto","Urban"
"24100","Kanto","Urban"
"24108","Kanto","Urban"
"24000","Kanto","Urban"
"23500","Kanto","Urban"
"24500","Kanto","Urban"
"22100","Kanto","Urban"
"22108","Kanto","Urban"
"23600","Kanto","Urban"
"22200","Kanto","Urban"
"22300","Kanto","Urban"
"23300","Kanto","Urban"
"23400","Kanto","Urban"
"22600","Kanto","Urban"
"23200","Kanto","Urban"
"23100","Kanto","Urban"
"23108","Kanto","Urban"
"22000","Kanto","Rural"
"22060","Kanto","Rural"
"22061","Kanto","Rural"
"22062","Kanto","Rural"
"22081","Kanto","Rural"
"24408","Kanto","Urban"
"24600","Kanto","Urban"
"24400","Kanto","Urban"
"23000","Kanto","Urban"
"22400","Kanto","Urban"
"23800","Kanto","Urban"
"23908","Kanto","Urban"
"23700","Kanto","Urban"
"23803","Kanto","Urban"
"25903","Kanto","Rural"
"25200","Kanto","Urban"
"24900","Kanto","Rural"
"78400","South","Rural"
"78402","South","Rural"
"78157","South","Rural"
"78121","South","Rural"
"78126","South","Rural"
"78124","South","Rural"
"78125","South","Rural"
"78123","South","Rural"
"78200","South","Rural"
"78142","South","Rural"
"78905","South","Rural"
"78146","South","Rural"
"78144","South","Rural"
"78145","South","Rural"
"78164","South","Rural"
"78000","South","Urban"
"78108","South","Urban"
"78009","South","Urban"
"78080","South","Urban"
"78100","South","Urban"
"78101","South","Urban"
"78181","South","Urban"
"78180","South","Urban"
"78102","South","Urban"
"78008","South","Urban"
"78151","South","Urban"
"78131","South","Urban"
"78132","South","Urban"
"78103","South","Urban"
"78152","South","Rural"
"78153","South","Rural"
"78154","South","Rural"
"78156","South","Rural"
"78919","South","Rural"
"78917","South","Rural"
"78708","South","Rural"
"78136","South","Rural"
"78171","South","Rural"
"78168","South","Rural"
"78172","South","Rural"
"78167","South","Rural"
"78913","South","Rural"
"78914","South","Rural"
"78300","South","Rural"
"78115","South","Rural"
"78116","South","Rural"
"78119","South","Rural"
"78117","South","Rural"
"78118","South","Rural"
"78113","South","Rural"
"78137","South","Rural"
"78903","South","Rural"
"78901","South","Rural"
"78902","South","Rural"
"78904","South","Rural"
"78803","South","Rural"
"78912","South","Rural"
"78600","South","Rural"
"78603","South","Rural"
"78605","South","Rural"
"78700","South","Rural"
"78706","South","Rural"
"78707","South","Rural"
"78714","South","Rural"
"78701","South","Rural"
"78711","South","Rural"
"78712","South","Rural"
"78715","South","Rural"
"78713","South","Rural"
"78716","South","Rural"
"78800","South","Rural"
"78806","South","Rural"
"78802","South","Rural"
"78807","South","Rural"
"78500","South","Rural"
"78501","South","Rural"
"78134","South","Rural"
"78133","South","Rural"
"78135","South","Rural"
"78111","South","Rural"
"78703","South","Rural"
"78705","South","Rural"
"78704","South","Rural"
"78702","South","Rural"
"78173","South","Rural"
"78174","South","Rural"
"78502","South","Rural"
"78504","South","Rural"
"78505","South","Rural"
"78162","South","Rural"
"78506","South","Rural"
"78507","South","Rural"
"86300","South","Rural"
"86321","South","Rural"
"86328","South","Rural"
"86314","South","Rural"
"86312","South","Rural"
"86172","South","Rural"
"86173","South","Rural"
"86323","South","Rural"
"86322","South","Rural"
"86324","South","Rural"
"86319","South","Rural"
"86317","South","Rural"
"86164","South","Rural"
"86603","South","Rural"
"86165","South","Rural"
"86311","South","Rural"
"86301","South","Rural"
"86163","South","Rural"
"86315","South","Rural"
"86400","South","Rural"
"86401","South","Rural"
"86804","South","Rural"
"86954","South","Rural"
"86955","South","Rural"
"86963","South","Rural"
"86953","South","Rural"
"86962","South","Rural"
"86926","South","Rural"
"86922","South","Rural"
"86923","South","Rural"
"86928","South","Rural"
"86924","South","Rural"
"86903","South","Rural"
"86946","South","Urban"
"86948","South","Rural"
"86800","South","Rural"
"86808","South","Rural"
"86802","South","Rural"
"86936","South","Rural"
"86937","South","Rural"
"86601","South","Rural"
"86161","South","Rural"
"86602","South","Rural"
"86131","South","Rural"
"86113","South","Rural"
"86116","South","Rural"
"86912","South","Rural"
"86112","South","Rural"
"86114","South","Rural"
"86911","South","Rural"
"86146","South","Rural"
"86132","South","Rural"
"86111","South","Rural"
"86964","South","Rural"
"86100","South","Urban"
"86008","South","Urban"
"86209","South","Urban"
"86000","South","Urban"
"86180","South","Urban"
"86121","South","Urban"
"86155","South","Urban"
"86101","South","Urban"
"86141","South","Urban"
"86152","South","Urban"
"86142","South","Urban"
"86153","South","Rural"
"86122","South","Rural"
"86133","South","Rural"
"86134","South","Rural"
"86700","South","Rural"
"86701","South","Rural"
"86702","South","Rural"
"86914","South","Rural"
"86915","South","Rural"
"86147","South","Rural"
"86144","South","Rural"
"86807","South","Rural"
"86901","South","Rural"
"86501","South","Rural"
"86109","South","Rural"
"86108","South","Rural"
"86124","South","Rural"
"86803","South","Rural"
"86925","South","Rural"
"86325","South","Rural"
"86326","South","Rural"
"86801","South","Rural"
"86916","South","Rural"
"86918","South","Rural"
"86500","South","Rural"
"86902","South","Rural"
"86154","South","Rural"
"86805","South","Rural"
"86956","South","Rural"
"86927","South","Rural"
"86905","South","Rural"
"86906","South","Rural"
"86934","South","Rural"
"86143","South","Rural"
"86932","South","Rural"
"86904","South","Rural"
"86931","South","Rural"
"86105","South","Rural"
"86103","South","Rural"
"86106","South","Rural"
"86104","South","Rural"
"86135","South","Rural"
"86137","South","Rural"
"86139","South","Rural"
"86138","South","Rural"
"86136","South","Rural"
"86600","South","Urban"
"86951","South","Urban"
"86608","South","Urban"
"86945","South","Urban"
"86944","South","Urban"
"86942","South","Urban"
"86961","South","Urban"
"86952","South","Urban"
"86947","South","Urban"
"86943","South","Urban"
"86806","South","Rural"
"62300","Kansai","Rural"
"62912","Kansai","Rural"
"62301","Kansai","Rural"
"62311","Kansai","Rural"
"62302","Kansai","Rural"
"62303","Kansai","Rural"
"62000","Kansai","Rural"
"62008","Kansai","Rural"
"62009","Kansai","Rural"
"62002","Kansai","Rural"
"62003","Kansai","Rural"
"62014","Kansai","Rural"
"62013","Kansai","Rural"
"62913","Kansai","Rural"
"61003","Kansai","Rural"
"62604","Kansai","Rural"
"61001","Kansai","Rural"
"62100","Kansai","Rural"
"62108","Kansai","Rural"
"62101","Kansai","Rural"
"62102","Kansai","Rural"
"61913","Kansai","Rural"
"61902","Kansai","Rural"
"61911","Kansai","Rural"
"61300","Kansai","Rural"
"62202","Kansai","Rural"
"62911","Kansai","Rural"
"62203","Kansai","Rural"
"62204","Kansai","Rural"
"62700","Kansai","Rural"
"62931","Kansai","Rural"
"62932","Kansai","Rural"
"62925","Kansai","Rural"
"62934","Kansai","Rural"
"62935","Kansai","Rural"
"62702","Kansai","Rural"
"62701","Kansai","Rural"
"61200","Kansai","Urban"
"61283","Kansai","Urban"
"61282","Kansai","Urban"
"60114","Kansai","Urban"
"61208","Kansai","Urban"
"61280","Kansai","Urban"
"61281","Kansai","Urban"
"61284","Kansai","Urban"
"60113","Kansai","Urban"
"61309","Kansai","Urban"
"60500","Kansai","Rural"
"60508","Kansai","Rural"
"60509","Kansai","Rural"
"60200","Kansai","Rural"
"60208","Kansai","Rural"
"60282","Kansai","Rural"
"60209","Kansai","Rural"
"60281","Kansai","Rural"
"60284","Kansai","Rural"
"60280","Kansai","Rural"
"60283","Kansai","Rural"
"60300","Kansai","Urban"
"60381","Kansai","Urban"
"60384","Kansai","Urban"
"60388","Kansai","Urban"
"60101","Kansai","Urban"
"60380","Kansai","Urban"
"60383","Kansai","Urban"
"60382","Kansai","Urban"
"60100","Kansai","Rural"
"60184","Kansai","Rural"
"60181","Kansai","Rural"
"60183","Kansai","Rural"
"60182","Kansai","Rural"
"60180","Kansai","Rural"
"60400","Kansai","Urban"
"60408","Kansai","Urban"
"60480","Kansai","Urban"
"60483","Kansai","Urban"
"60482","Kansai","Urban"
"60481","Kansai","Urban"
"60409","Kansai","Urban"
"60488","Kansai","Urban"
"60484","Kansai","Urban"
"61000","Kansai","Urban"
"61600","Kansai","Urban"
"61580","Kansai","Urban"
"61011","Kansai","Urban"
"61581","Kansai","Urban"
"61583","Kansai","Urban"
"61582","Kansai","Urban"
"60600","Kansai","Urban"
"60683","Kansai","Urban"
"60684","Kansai","Urban"
"60681","Kansai","Urban"
"60111","Kansai","Urban"
"60112","Kansai","Urban"
"60608","Kansai","Urban"
"60682","Kansai","Urban"
"52004","Kansai","Urban"
"60680","Kansai","Urban"
"60609","Kansai","Urban"
"60000","Kansai","Rural"
"60080","Kansai","Rural"
"60084","Kansai","Rural"
"60083","Kansai","Rural"
"60082","Kansai","Rural"
"60081","Kansai","Rural"
"60088","Kansai","Rural"
"61681","Kansai","Urban"
"61680","Kansai","Urban"
"61682","Kansai","Urban"
"61509","Kansai","Urban"
"61684","Kansai","Urban"
"60105","Kansai","Urban"
"60102","Kansai","Urban"
"60103","Kansai","Urban"
"60104","Kansai","Urban"
"61500","Kansai","Urban"
"61683","Kansai","Urban"
"61508","Kansai","Urban"
"60700","Kansai","Urban"
"60780","Kansai","Urban"
"60784","Kansai","Urban"
"60781","Kansai","Urban"
"60782","Kansai","Urban"
"60783","Kansai","Urban"
"62500","Kansai","Rural"
"62409","Kansai","Rural"
"62501","Kansai","Rural"
"62408","Kansai","Rural"
"62401","Kansai","Rural"
"61914","Kansai","Rural"
"62600","Kansai","Rural"
"62602","Kansai","Rural"
"62922","Kansai","Rural"
"61700","Kansai","Rural"
"61708","Kansai","Rural"
"62200","Kansai","Rural"
"62903","Kansai","Rural"
"60107","Kansai","Rural"
"62901","Kansai","Rural"
"62902","Kansai","Rural"
"61800","Kansai","Rural"
"61100","Kansai","Urban"
"61002","Kansai","Rural"
"61912","Kansai","Rural"
"61400","Kansai","Rural"
"61482","Kansai","Rural"
"61483","Kansai","Rural"
"61481","Kansai","Rural"
"61308","Kansai","Rural"
"61480","Kansai","Rural"
"62924","Kansai","Rural"
"62923","Kansai","Rural"
"51000","Kansai","Urban"
"51081","Kansai","Rural"
"51800","Kansai","Rural"
"51914","Kansai","Rural"
"51802","Kansai","Rural"
"51801","Kansai","Rural"
"51813","Kansai","Rural"
"51808","Kansai","Rural"
"51814","Kansai","Rural"
"51811","Kansai","Rural"
"51917","Kansai","Rural"
"51102","Kansai","Rural"
"51105","Kansai","Rural"
"51104","Kansai","Rural"
"51600","Kansai","Urban"
"51700","Kansai","Urban"
"51505","Kansai","Urban"
"51611","Kansai","Urban"
"51905","Kansai","Urban"
"51906","Kansai","Urban"
"51608","Kansai","Urban"
"51901","Kansai","Rural"
"51902","Kansai","Urban"
"51911","Kansai","Rural"
"51957","Kansai","Rural"
"51958","Kansai","Rural"
"51934","Kansai","Rural"
"51932","Kansai","Rural"
"49808","Kansai","Rural"
"51012","Kansai","Rural"
"51013","Kansai","Rural"
"51943","Kansai","Rural"
"51945","Kansai","Rural"
"51942","Kansai","Rural"
"51944","Kansai","Rural"
"51946","Kansai","Rural"
"51954","Kansai","Rural"
"64713","Kansai","Rural"
"51100","Kansai","Urban"
"51108","Kansai","Urban"
"51109","Kansai","Urban"
"51101","Kansai","Urban"
"51111","Kansai","Urban"
"51500","Kansai","Urban"
"51508","Kansai","Urban"
"51921","Kansai","Urban"
"51502","Kansai","Urban"
"51515","Kansai","Urban"
"51516","Kansai","Urban"
"51517","Kansai","Urban"
"51514","Kansai","Urban"
"51513","Kansai","Urban"
"51501","Kansai","Urban"
"51521","Kansai","Urban"
"51524","Kansai","Urban"
"51523","Kansai","Urban"
"51512","Kansai","Urban"
"51511","Kansai","Urban"
"51503","Kansai","Rural"
"51952","Kansai","Rural"
"51953","Kansai","Rural"
"51601","Kansai","Rural"
"51613","Kansai","Rural"
"51615","Kansai","Rural"
"51614","Kansai","Rural"
"51602","Kansai","Rural"
"51804","Kansai","Rural"
"51807","Kansai","Rural"
"51806","Kansai","Rural"
"51805","Kansai","Rural"
"51924","Kansai","Rural"
"51925","Kansai","Rural"
"51926","Kansai","Rural"
"51936","Kansai","Rural"
"51939","Kansai","Rural"
"51937","Kansai","Rural"
"51938","Kansai","Rural"
"51705","Kansai","Rural"
"51702","Kansai","Rural"
"51707","Kansai","Rural"
"51706","Kansai","Rural"
"51704","Kansai","Rural"
"51300","Kansai","Urban"
"51002","Kansai","Urban"
"51308","Kansai","Urban"
"51903","Kansai","Urban"
"51311","Kansai","Urban"
"51927","Kansai","Rural"
"51931","Kansai","Rural"
"51928","Kansai","Rural"
"51929","Kansai","Rural"
"51922","Kansai","Rural"
"51904","Kansai","Rural"
"51400","Kansai","Urban"
"51411","Kansai","Urban"
"51408","Kansai","Urban"
"51423","Kansai","Urban"
"51401","Kansai","Urban"
"51525","Kansai","Urban"
"51412","Kansai","Urban"
"51403","Kansai","Urban"
"51003","Kansai","Urban"
"51526","Kansai","Urban"
"51422","Kansai","Urban"
"51531","Kansai","Urban"
"51421","Kansai","Urban"
"51535","Kansai","Urban"
"51533","Kansai","Urban"
"51532","Kansai","Urban"
"51534","Kansai","Urban"
"51621","Kansai","Rural"
"51612","Kansai","Rural"
"51008","Kansai","Urban"
"51280","Kansai","Urban"
"51212","Kansai","Urban"
"51080","Kansai","Urban"
"51209","Kansai","Urban"
"51213","Kansai","Urban"
"51211","Kansai","Urban"
"51009","Kansai","Urban"
"51001","Kansai","Urban"
"51203","Kansai","Urban"
"98105","North","Rural"
"98104","North","Rural"
"98103","North","Rural"
"98600","North","Urban"
"98601","North","Urban"
"98608","North","Urban"
"98625","North","Urban"
"98621","North","Urban"
"98624","North","Urban"
"98613","North","Urban"
"98623","North","Urban"
"98611","North","Urban"
"98602","North","Urban"
"98711","North","Urban"
"98712","North","Urban"
"98603","North","Urban"
"98924","North","Rural"
"98115","North","Rural"
"98142","North","Rural"
"98143","North","Rural"
"98144","North","Rural"
"98915","North","Rural"
"98909","North","Rural"
"98800","North","Rural"
"98801","North","Rural"
"98806","North","Rural"
"98808","North","Rural"
"98802","North","Rural"
"98805","North","Rural"
"98809","North","Rural"
"98803","North","Rural"
"98722","North","Rural"
"98723","North","Rural"
"98954","North","Rural"
"98948","North","Rural"
"98951","North","Rural"
"98953","North","Rural"
"98956","North","Rural"
"98945","North","Rural"
"98720","North","Rural"
"98721","North","Rural"
"98725","North","Rural"
"98967","North","Urban"
"98955","North","Rural"
"98121","North","Rural"
"98125","North","Rural"
"98123","North","Rural"
"98124","North","Rural"
"98122","North","Rural"
"98102","North","Rural"
"98607","North","Rural"
"98804","North","Rural"
"98700","North","Rural"
"98942","North","Rural"
"98913","North","Rural"
"98112","North","Rural"
"98912","North","Rural"
"98136","North","Rural"
"98622","North","Rural"
"98961","North","Urban"
"98964","North","Urban"
"98941","North","Urban"
"98963","North","Urban"
"98944","North","Urban"
"98943","North","Urban"
"98968","North","Urban"
"98969","North","Urban"
"98962","North","Urban"
"98713","North","Urban"
"98135","North","Rural"
"98101","North","Rural"
"98000","North","Urban"
"98109","North","Urban"
"98008","North","Urban"
"98932","North","Urban"
"98931","North","Urban"
"98202","North","Urban"
"98934","North","Urban"
"98061","North","Urban"
"98060","North","Urban"
"98131","North","Urban"
"98132","North","Urban"
"98180","North","Urban"
"98300","North","Urban"
"98308","North","Urban"
"98509","North","Urban"
"98200","North","Urban"
"98208","North","Urban"
"98111","North","Urban"
"98400","North","Urban"
"98408","North","Urban"
"98916","North","Rural"
"98917","North","Rural"
"98500","North","Rural"
"98508","North","Rural"
"98905","North","Rural"
"98906","North","Rural"
"98141","North","Rural"
"98501","North","Rural"
"98902","North","Rural"
"98901","North","Rural"
"98911","North","Rural"
"98907","North","Rural"
"98134","North","Rural"
"98705","North","Rural"
"98947","North","Rural"
"98604","North","Rural"
"98709","North","Rural"
"98703","North","Rural"
"98707","North","Rural"
"98706","North","Rural"
"98946","North","Rural"
"98704","North","Rural"
"98133","North","Rural"
"98701","North","Rural"
"98702","North","Rural"
"98923","North","Rural"
"98922","North","Rural"
"98921","North","Rural"
"98908","North","Rural"
"88013","South","Rural"
"88943","South","Rural"
"88941","South","Rural"
"88942","South","Rural"
"88212","South","Rural"
"88204","South","Rural"
"88203","South","Rural"
"88300","South","Rural"
"88911","South","Rural"
"88301","South","Rural"
"88302","South","Rural"
"88906","South","Rural"
"88913","South","Rural"
"88401","South","Rural"
"88600","South","Rural"
"88601","South","Rural"
"88602","South","Rural"
"88011","South","Rural"
"88012","South","Rural"
"88800","South","Rural"
"88935","South","Rural"
"88933","South","Rural"
"88802","South","Rural"
"88919","South","Rural"
"88311","South","Rural"
"88909","South","Rural"
"88312","South","Rural"
"88303","South","Rural"
"88500","South","Urban"
"88511","South","Urban"
"88501","South","Urban"
"88945","South","Urban"
"88513","South","Urban"
"88512","South","Urban"
"88502","South","Urban"
"88946","South","Urban"
"88918","South","Urban"
"88023","South","Urban"
"88000","South","Urban"
"88921","South","Urban"
"88008","South","Urban"
"88009","South","Urban"
"88021","South","Urban"
"88022","South","Urban"
"88923","South","Urban"
"88003","South","Urban"
"88916","South","Urban"
"88002","South","Urban"
"88001","South","Urban"
"88917","South","Urban"
"88313","South","Rural"
"88314","South","Rural"
"88700","South","Rural"
"88925","South","Rural"
"88701","South","Rural"
"88931","South","Rural"
"88924","South","Rural"
"88932","South","Rural"
"88114","South","Rural"
"88113","South","Rural"
"88200","South","Urban"
"88905","South","Urban"
"88208","South","Urban"
"88903","South","Urban"
"88201","South","Urban"
"88202","South","Urban"
"88901","South","Urban"
"88100","South","Rural"
"88101","South","Rural"
"88111","South","Rural"
"88112","South","Rural"
"88316","South","Rural"
"88304","South","Rural"
"88914","South","Rural"
"88211","South","Rural"
"88216","South","Rural"
"88214","South","Rural"
"88944","South","Rural"
"88400","South","Rural"
"88912","South","Rural"
"39503","Chubu","Rural"
"39504","Chubu","Rural"
"39505","Chubu","Rural"
"39956","Chubu","Rural"
"39915","Chubu","Rural"
"39916","Chubu","Rural"
"38616","Chubu","Rural"
"39011","Chubu","Urban"
"39982","Chubu","Urban"
"39971","Chubu","Rural"
"39983","Chubu","Rural"
"39981","Chubu","Rural"
"39975","Chubu","Rural"
"39977","Chubu","Rural"
"39976","Chubu","Rural"
"38700","Chubu","Rural"
"38908","Chubu","Rural"
"39100","Chubu","Rural"
"39102","Chubu","Rural"
"39103","Chubu","Rural"
"39902","Chubu","Rural"
"39901","Chubu","Rural"
"39993","Chubu","Rural"
"39992","Chubu","Rural"
"39101","Chubu","Rural"
"39506","Chubu","Rural"
"39500","Chubu","Urban"
"39501","Chubu","Urban"
"39924","Chubu","Urban"
"39508","Chubu","Urban"
"39925","Chubu","Urban"
"39926","Chubu","Urban"
"39914","Chubu","Urban"
"39502","Chubu","Urban"
"39922","Chubu","Urban"
"39912","Chubu","Urban"
"39913","Chubu","Urban"
"39937","Chubu","Rural"
"38922","Chubu","Rural"
"38926","Chubu","Rural"
"38924","Chubu","Rural"
"38923","Chubu","Rural"
"38912","Chubu","Rural"
"39986","Chubu","Rural"
"39972","Chubu","Rural"
"39973","Chubu","Rural"
"39600","Chubu","Rural"
"39601","Chubu","Rural"
"39602","Chubu","Rural"
"39603","Chubu","Rural"
"39606","Chubu","Rural"
"39944","Chubu","Rural"
"39945","Chubu","Rural"
"39604","Chubu","Rural"
"38901","Chubu","Rural"
"38414","Chubu","Rural"
"39700","Chubu","Rural"
"39703","Chubu","Rural"
"39961","Chubu","Rural"
"39701","Chubu","Rural"
"39962","Chubu","Rural"
"38412","Chubu","Rural"
"39941","Chubu","Rural"
"39942","Chubu","Rural"
"39943","Chubu","Rural"
"38400","Chubu","Rural"
"38408","Chubu","Rural"
"38411","Chubu","Rural"
"39933","Chubu","Rural"
"39985","Chubu","Rural"
"39900","Chubu","Urban"
"39974","Chubu","Urban"
"39008","Chubu","Urban"
"39003","Chubu","Urban"
"39017","Chubu","Urban"
"39015","Chubu","Urban"
"39002","Chubu","Urban"
"39012","Chubu","Urban"
"39016","Chubu","Urban"
"39014","Chubu","Urban"
