"","Postal.Code","Region","Rural.urban"
"66000",9400245,"Chubu","Urban"
"66001",9401144,"Chubu","Urban"
"66002",9400074,"Chubu","Urban"
"66003",9495407,"Chubu","Urban"
"66004",9402045,"Chubu","Urban"
"66005",9402312,"Chubu","Urban"
"66006",9540171,"Chubu","Urban"
"66007",9400201,"Chubu","Urban"
"66008",9400036,"Chubu","Urban"
"66009",9400032,"Chubu","Urban"
"66010",9401141,"Chubu","Urban"
"66011",9400092,"Chubu","Urban"
"66012",9540207,"Chubu","Urban"
"66013",9400834,"Chubu","Urban"
"66014",9400856,"Chubu","Urban"
"66015",9402059,"Chubu","Urban"
"66016",9540151,"Chubu","Urban"
"66017",9401114,"Chubu","Urban"
"66018",9540157,"Chubu","Urban"
"66019",9540174,"Chubu","Urban"
"66020",9400872,"Chubu","Urban"
"66021",9402033,"Chubu","Urban"
"66022",9400133,"Chubu","Urban"
"66023",9401111,"Chubu","Urban"
"66024",9400154,"Chubu","Urban"
"66025",9540217,"Chubu","Urban"
"66026",9540166,"Chubu","Urban"
"66027",9495405,"Chubu","Urban"
"66028",9400144,"Chubu","Urban"
"66029",9400014,"Chubu","Urban"
"66030",9400148,"Chubu","Urban"
"66031",9401137,"Chubu","Urban"
"66032",9400042,"Chubu","Urban"
"66033",9401103,"Chubu","Urban"
"66034",9402001,"Chubu","Urban"
"66035",9402004,"Chubu","Urban"
"66036",9400805,"Chubu","Urban"
"66037",9540156,"Chubu","Urban"
"66038",9402315,"Chubu","Urban"
"66039",9401142,"Chubu","Urban"
"66040",9402056,"Chubu","Urban"
"66041",9402322,"Chubu","Urban"
"66042",9402041,"Chubu","Urban"
"66043",9402157,"Chubu","Urban"
"66044",9400044,"Chubu","Urban"
"66045",9402462,"Chubu","Urban"
"66046",9400804,"Chubu","Urban"
"66047",9402058,"Chubu","Urban"
"66048",9400806,"Chubu","Urban"
"66049",9402128,"Chubu","Urban"
"66050",9400064,"Chubu","Urban"
"66051",9400881,"Chubu","Urban"
"66052",9401112,"Chubu","Urban"
"66053",9402126,"Chubu","Urban"
"66054",9402145,"Chubu","Urban"
"66055",9540135,"Chubu","Urban"
"66056",9540216,"Chubu","Urban"
"66057",9400081,"Chubu","Urban"
"66058",9402314,"Chubu","Urban"
"66059",9400073,"Chubu","Urban"
"66060",9400237,"Chubu","Urban"
"66061",9494517,"Chubu","Urban"
"66062",9402034,"Chubu","Urban"
"66063",9400871,"Chubu","Urban"
"66064",9402031,"Chubu","Urban"
"66065",9400836,"Chubu","Urban"
"66066",9401145,"Chubu","Urban"
"66067",9540218,"Chubu","Urban"
"66068",9540152,"Chubu","Urban"
"66069",9402465,"Chubu","Urban"
"66070",9540132,"Chubu","Urban"
"66071",9540147,"Chubu","Urban"
"66072",9401147,"Chubu","Urban"
"66073",9400898,"Chubu","Urban"
"66074",9400204,"Chubu","Urban"
"66075",9402005,"Chubu","Urban"
"66076",9402156,"Chubu","Urban"
"66077",9400224,"Chubu","Urban"
"66078",9495223,"Chubu","Urban"
"66079",9402151,"Chubu","Urban"
"66080",9402123,"Chubu","Urban"
"66081",9540163,"Chubu","Urban"
"66082",9540205,"Chubu","Urban"
"66083",9540214,"Chubu","Urban"
"66084",9402146,"Chubu","Urban"
"66085",9400062,"Chubu","Urban"
"66086",9400821,"Chubu","Urban"
"66087",9540154,"Chubu","Urban"
"66088",9402463,"Chubu","Urban"
"66089",9400877,"Chubu","Urban"
"66090",9400878,"Chubu","Urban"
"66091",9400145,"Chubu","Urban"
"66092",9400083,"Chubu","Urban"
"66093",9540221,"Chubu","Urban"
"66094",9495121,"Chubu","Urban"
"66095",9402474,"Chubu","Urban"
"66096",9400052,"Chubu","Urban"
"66097",9495404,"Chubu","Urban"
"66098",9401106,"Chubu","Urban"
"66099",9401155,"Chubu","Urban"
"66100",9400128,"Chubu","Urban"
"66101",9402136,"Chubu","Urban"
"66102",9400123,"Chubu","Urban"
"66103",9400811,"Chubu","Urban"
"66104",9540173,"Chubu","Urban"
"66105",9402154,"Chubu","Urban"
"66106",9495415,"Chubu","Urban"
"66107",9401171,"Chubu","Urban"
"66108",9495213,"Chubu","Urban"
"66109",9495334,"Chubu","Urban"
"66110",9401164,"Chubu","Urban"
"66111",9400875,"Chubu","Urban"
"66112",9400876,"Chubu","Urban"
"66113",9540145,"Chubu","Urban"
"66114",9402104,"Chubu","Urban"
"66115",9402127,"Chubu","Urban"
"66116",9540137,"Chubu","Urban"
"66117",9402155,"Chubu","Urban"
"66118",9400000,"Chubu","Urban"
"66119",9400035,"Chubu","Urban"
"66120",9495343,"Chubu","Urban"
"66121",9400086,"Chubu","Urban"
"66122",9400033,"Chubu","Urban"
"66123",9401146,"Chubu","Urban"
"66124",9540161,"Chubu","Urban"
"66125",9402015,"Chubu","Urban"
"66126",9540201,"Chubu","Urban"
"66127",9402305,"Chubu","Urban"
"66128",9400106,"Chubu","Urban"
"66129",9401165,"Chubu","Urban"
"66130",9400866,"Chubu","Urban"
"66131",9402153,"Chubu","Urban"
"66132",9540222,"Chubu","Urban"
"66133",9402152,"Chubu","Urban"
"66134",9400067,"Chubu","Urban"
"66135",9400221,"Chubu","Urban"
"66136",9401172,"Chubu","Urban"
"66137",9402105,"Chubu","Urban"
"66138",9400045,"Chubu","Urban"
"66139",9400103,"Chubu","Urban"
"66140",9401154,"Chubu","Urban"
"66141",9402301,"Chubu","Urban"
"66142",9402137,"Chubu","Urban"
"66143",9401163,"Chubu","Urban"
"66144",9400061,"Chubu","Urban"
"66145",9402021,"Chubu","Urban"
"66146",9400143,"Chubu","Urban"
"66147",9400202,"Chubu","Urban"
"66148",9400235,"Chubu","Urban"
"66149",9400236,"Chubu","Urban"
"66150",9400217,"Chubu","Urban"
"66151",9400218,"Chubu","Urban"
"66152",9402464,"Chubu","Urban"
"66153",9400897,"Chubu","Urban"
"66154",9540202,"Chubu","Urban"
"66155",9402112,"Chubu","Urban"
"66156",9400832,"Chubu","Urban"
"66157",9495412,"Chubu","Urban"
"66158",9400840,"Chubu","Urban"
"66159",9400234,"Chubu","Urban"
"66160",9400149,"Chubu","Urban"
"66161",9400054,"Chubu","Urban"
"66162",9400071,"Chubu","Urban"
"66163",9402134,"Chubu","Urban"
"66164",9400072,"Chubu","Urban"
"66165",9400114,"Chubu","Urban"
"66166",9400256,"Chubu","Urban"
"66167",9495409,"Chubu","Urban"
"66168",9540211,"Chubu","Urban"
"66169",9402037,"Chubu","Urban"
"66170",9402038,"Chubu","Urban"
"66171",9400001,"Chubu","Urban"
"66172",9402158,"Chubu","Urban"
"66173",9400852,"Chubu","Urban"
"66174",9540124,"Chubu","Urban"
"66175",9400803,"Chubu","Urban"
"66176",9402111,"Chubu","Urban"
"66177",9400135,"Chubu","Urban"
"66178",9402054,"Chubu","Urban"
"66179",9402116,"Chubu","Urban"
"66180",9400112,"Chubu","Urban"
"66181",9400101,"Chubu","Urban"
"66182",9400882,"Chubu","Urban"
"66183",9540175,"Chubu","Urban"
"66184",9540146,"Chubu","Urban"
"66185",9494523,"Chubu","Urban"
"66186",9402142,"Chubu","Urban"
"66187",9540162,"Chubu","Urban"
"66188",9402124,"Chubu","Urban"
"66189",9402043,"Chubu","Urban"
"66190",9402044,"Chubu","Urban"
"66191",9402042,"Chubu","Urban"
"66192",9401134,"Chubu","Urban"
"66193",9401133,"Chubu","Urban"
"66194",9401121,"Chubu","Urban"
"66195",9400105,"Chubu","Urban"
"66196",9400817,"Chubu","Urban"
"66197",9497513,"Chubu","Urban"
"66198",9400051,"Chubu","Urban"
"66199",9400063,"Chubu","Urban"
"66200",9400027,"Chubu","Urban"
"66201",9540136,"Chubu","Urban"
"66202",9401115,"Chubu","Urban"
"66203",9400257,"Chubu","Urban"
"66204",9400227,"Chubu","Urban"
"66205",9495124,"Chubu","Urban"
"66206",9470204,"Chubu","Urban"
"66207",9402102,"Chubu","Urban"
"66208",9495408,"Chubu","Urban"
"66209",9401167,"Chubu","Urban"
"66210",9540133,"Chubu","Urban"
"66211",9402035,"Chubu","Urban"
"66212",9401166,"Chubu","Urban"
"66213",9540123,"Chubu","Urban"
"66214",9400153,"Chubu","Urban"
"66215",9402122,"Chubu","Urban"
"66216",9400802,"Chubu","Urban"
"66217",9401105,"Chubu","Urban"
"66218",9401153,"Chubu","Urban"
"66219",9402141,"Chubu","Urban"
"66220",9400087,"Chubu","Urban"
"66221",9402108,"Chubu","Urban"
"66222",9401163,"Chubu","Urban"
"66223",9400831,"Chubu","Urban"
"66224",9495335,"Chubu","Urban"
"66225",9402121,"Chubu","Urban"
"66226",9495217,"Chubu","Urban"
"66227",9497504,"Chubu","Urban"
"66228",9495211,"Chubu","Urban"
"66229",9495331,"Chubu","Urban"
"66230",9400066,"Chubu","Urban"
"66231",9495345,"Chubu","Urban"
"66232",9495342,"Chubu","Urban"
"66233",9495347,"Chubu","Urban"
"66234",9495222,"Chubu","Urban"
"66235",9400024,"Chubu","Urban"
"66236",9540138,"Chubu","Urban"
"66237",9590161,"Chubu","Urban"
"66238",9494511,"Chubu","Urban"
"66239",9400835,"Chubu","Urban"
"66240",9400215,"Chubu","Urban"
"66241",9494522,"Chubu","Urban"
"66242",9400812,"Chubu","Urban"
"66243",9400892,"Chubu","Urban"
"66244",9400124,"Chubu","Urban"
"66245",9400244,"Chubu","Urban"
"66246",9402324,"Chubu","Urban"
"66247",9400819,"Chubu","Urban"
"66248",9470201,"Chubu","Urban"
"66249",9540134,"Chubu","Urban"
"66250",9400252,"Chubu","Urban"
"66251",9402113,"Chubu","Urban"
"66252",9402039,"Chubu","Urban"
"66253",9400095,"Chubu","Urban"
"66254",9494505,"Chubu","Urban"
"66255",9402012,"Chubu","Urban"
"66256",9402507,"Chubu","Urban"
"66257",9400055,"Chubu","Urban"
"66258",9401104,"Chubu","Urban"
"66259",9402473,"Chubu","Urban"
"66260",9540125,"Chubu","Urban"
"66261",9400021,"Chubu","Urban"
"66262",9400895,"Chubu","Urban"
"66263",9495221,"Chubu","Urban"
"66264",9495336,"Chubu","Urban"
"66265",9400843,"Chubu","Urban"
"66266",9400216,"Chubu","Urban"
"66267",9402114,"Chubu","Urban"
"66268",9400137,"Chubu","Urban"
"66269",9401139,"Chubu","Urban"
"66270",9402025,"Chubu","Urban"
"66271",9402125,"Chubu","Urban"
"66272",9400254,"Chubu","Urban"
"66273",9401149,"Chubu","Urban"
"66274",9401148,"Chubu","Urban"
"66275",9400147,"Chubu","Urban"
"66276",9400223,"Chubu","Urban"
"66277",9400233,"Chubu","Urban"
"66278",9400214,"Chubu","Urban"
"66279",9400213,"Chubu","Urban"
"66280",9400007,"Chubu","Urban"
"66281",9495402,"Chubu","Urban"
"66282",9401138,"Chubu","Urban"
"66283",9401123,"Chubu","Urban"
"66284",9401116,"Chubu","Urban"
"66285",9400251,"Chubu","Urban"
"66286",9402472,"Chubu","Urban"
"66287",9402135,"Chubu","Urban"
"66288",9400828,"Chubu","Urban"
"66289",9495403,"Chubu","Urban"
"66290",9470203,"Chubu","Urban"
"66291",9401162,"Chubu","Urban"
"66292",9400857,"Chubu","Urban"
"66293",9401143,"Chubu","Urban"
"66294",9400203,"Chubu","Urban"
"66295",9400211,"Chubu","Urban"
"66296",9495216,"Chubu","Urban"
"66297",9495215,"Chubu","Urban"
"66298",9402302,"Chubu","Urban"
"66299",9402011,"Chubu","Urban"
"66300",9400082,"Chubu","Urban"
"66301",9400002,"Chubu","Urban"
"66302",9495416,"Chubu","Urban"
"66303",9400814,"Chubu","Urban"
"66304",9495212,"Chubu","Urban"
"66305",9495341,"Chubu","Urban"
"66306",9400048,"Chubu","Urban"
"66307",9400816,"Chubu","Urban"
"66308",9400022,"Chubu","Urban"
"66309",9402417,"Chubu","Urban"
"66310",9400029,"Chubu","Urban"
"66311",9400037,"Chubu","Urban"
"66312",9400006,"Chubu","Urban"
"66313",9400121,"Chubu","Urban"
"66314",9400085,"Chubu","Urban"
"66315",9400113,"Chubu","Urban"
"66316",9400125,"Chubu","Urban"
"66317",9402046,"Chubu","Urban"
"66318",9400155,"Chubu","Urban"
"66319",9494502,"Chubu","Urban"
"66320",9400102,"Chubu","Urban"
"66321",9402523,"Chubu","Urban"
"66322",9400131,"Chubu","Urban"
"66323",9495413,"Chubu","Urban"
"66324",9401101,"Chubu","Urban"
"66325",9494514,"Chubu","Urban"
"66326",9494504,"Chubu","Urban"
"66327",9400152,"Chubu","Urban"
"66328",9401136,"Chubu","Urban"
"66329",9470202,"Chubu","Urban"
"66330",9400212,"Chubu","Urban"
"66331",9402106,"Chubu","Urban"
"66332",9400844,"Chubu","Urban"
"66333",9400097,"Chubu","Urban"
"66334",9540165,"Chubu","Urban"
"66335",9400041,"Chubu","Urban"
"66336",9402526,"Chubu","Urban"
"66337",9400012,"Chubu","Urban"
"66338",9590157,"Chubu","Urban"
"66339",9400008,"Chubu","Urban"
"66340",9402115,"Chubu","Urban"
"66341",9400847,"Chubu","Urban"
"66342",9400231,"Chubu","Urban"
"66343",9495344,"Chubu","Urban"
"66344",9495214,"Chubu","Urban"
"66345",9402475,"Chubu","Urban"
"66346",9495201,"Chubu","Urban"
"66347",9400136,"Chubu","Urban"
"66348",9400258,"Chubu","Urban"
"66349",9400205,"Chubu","Urban"
"66350",9402403,"Chubu","Urban"
"66351",9402402,"Chubu","Urban"
"66352",9402143,"Chubu","Urban"
"66353",9495122,"Chubu","Urban"
"66354",9400255,"Chubu","Urban"
"66355",9494521,"Chubu","Urban"
"66356",9401102,"Chubu","Urban"
"66357",9401161,"Chubu","Urban"
"66358",9401161,"Chubu","Urban"
"66359",9402138,"Chubu","Urban"
"66360",9400226,"Chubu","Urban"
"66361",9400883,"Chubu","Urban"
"66362",9402313,"Chubu","Urban"
"66363",9400038,"Chubu","Urban"
"66364",9400891,"Chubu","Urban"
"66365",9401122,"Chubu","Urban"
"66366",9590146,"Chubu","Urban"
"66367",9495411,"Chubu","Urban"
"66368",9402513,"Chubu","Urban"
"66369",9495123,"Chubu","Urban"
"66370",9400822,"Chubu","Urban"
"66371",9402014,"Chubu","Urban"
"66372",9402103,"Chubu","Urban"
"66373",9540141,"Chubu","Urban"
"66374",9400846,"Chubu","Urban"
"66375",9402036,"Chubu","Urban"
"66376",9402026,"Chubu","Urban"
"66377",9400015,"Chubu","Urban"
"66378",9540203,"Chubu","Urban"
"66379",9495346,"Chubu","Urban"
"66380",9400043,"Chubu","Urban"
"66381",9494507,"Chubu","Urban"
"66382",9401131,"Chubu","Urban"
"66383",9540121,"Chubu","Urban"
"66384",9495333,"Chubu","Urban"
"66385",9495332,"Chubu","Urban"
"66386",9400841,"Chubu","Urban"
"66387",9400833,"Chubu","Urban"
"66388",9400013,"Chubu","Urban"
"66389",9494525,"Chubu","Urban"
"66390",9402024,"Chubu","Urban"
"66391",9590156,"Chubu","Urban"
"66392",9402413,"Chubu","Urban"
"66393",9402144,"Chubu","Urban"
"66394",9402051,"Chubu","Urban"
"66395",9400141,"Chubu","Urban"
"66396",9400132,"Chubu","Urban"
"66397",9400134,"Chubu","Urban"
"66398",9400016,"Chubu","Urban"
"66399",9400127,"Chubu","Urban"
"66400",9400096,"Chubu","Urban"
"66401",9402052,"Chubu","Urban"
"66402",9400084,"Chubu","Urban"
"66403",9400867,"Chubu","Urban"
"66404",9402304,"Chubu","Urban"
"66405",9590148,"Chubu","Urban"
"66406",9400011,"Chubu","Urban"
"66407",9400111,"Chubu","Urban"
"66408",9590141,"Chubu","Urban"
"66409",9401151,"Chubu","Urban"
"66410",9400222,"Chubu","Urban"
"66411",9400129,"Chubu","Urban"
"66412",9470205,"Chubu","Urban"
"66413",9400845,"Chubu","Urban"
"66414",9400842,"Chubu","Urban"
"66415",9540144,"Chubu","Urban"
"66416",9400028,"Chubu","Urban"
"66417",9402404,"Chubu","Urban"
"66418",9402415,"Chubu","Urban"
"66419",9590165,"Chubu","Urban"
"66420",9402528,"Chubu","Urban"
"66421",9400056,"Chubu","Urban"
"66422",9402013,"Chubu","Urban"
"66423",9400824,"Chubu","Urban"
"66424",9402414,"Chubu","Urban"
"66425",9400146,"Chubu","Urban"
"66426",9590143,"Chubu","Urban"
"66427",9540153,"Chubu","Urban"
"66428",9402131,"Chubu","Urban"
"66429",9400104,"Chubu","Urban"
"66430",9540155,"Chubu","Urban"
"66431",9400047,"Chubu","Urban"
"66432",9402405,"Chubu","Urban"
"66433",9402406,"Chubu","Urban"
"66434",9590154,"Chubu","Urban"
"66435",9400825,"Chubu","Urban"
"66436",9494524,"Chubu","Urban"
"66437",9400003,"Chubu","Urban"
"66438",9590163,"Chubu","Urban"
"66439",9400851,"Chubu","Urban"
"66440",9400088,"Chubu","Urban"
"66441",9590164,"Chubu","Urban"
"66442",9402132,"Chubu","Urban"
"66443",9402412,"Chubu","Urban"
"66444",9402416,"Chubu","Urban"
"66445",9402529,"Chubu","Urban"
"66446",9402517,"Chubu","Urban"
"66447",9540126,"Chubu","Urban"
"66448",9402407,"Chubu","Urban"
"66449",9402411,"Chubu","Urban"
"66450",9400151,"Chubu","Urban"
"66451",9401152,"Chubu","Urban"
"66452",9540176,"Chubu","Urban"
"66453",9402023,"Chubu","Urban"
"66454",9402522,"Chubu","Urban"
"66455",9400034,"Chubu","Urban"
"66456",9402057,"Chubu","Urban"
"66457",9400827,"Chubu","Urban"
"66458",9402053,"Chubu","Urban"
"66459",9402506,"Chubu","Urban"
"66460",9402512,"Chubu","Urban"
"66461",9590151,"Chubu","Urban"
"66462",9402321,"Chubu","Urban"
"66463",9400065,"Chubu","Urban"
"66464",9401113,"Chubu","Urban"
"66465",9402518,"Chubu","Urban"
"66466",9400004,"Chubu","Urban"
"66467",9540142,"Chubu","Urban"
"66468",9402133,"Chubu","Urban"
"66469",9590149,"Chubu","Urban"
"66470",9402401,"Chubu","Urban"
"66471",9402511,"Chubu","Urban"
"66472",9400075,"Chubu","Urban"
"66473",9402505,"Chubu","Urban"
"66474",9402022,"Chubu","Urban"
"66475",9590144,"Chubu","Urban"
"66476",9402524,"Chubu","Urban"
"66477",9402325,"Chubu","Urban"
"66478",9402148,"Chubu","Urban"
"66479",9540206,"Chubu","Urban"
"66480",9401117,"Chubu","Urban"
"66481",9402521,"Chubu","Urban"
"66482",9400896,"Chubu","Urban"
"66483",9400894,"Chubu","Urban"
"66484",9402003,"Chubu","Urban"
"66485",9590147,"Chubu","Urban"
"66486",9402503,"Chubu","Urban"
"66487",9400115,"Chubu","Urban"
"66488",9402101,"Chubu","Urban"
"66489",9401132,"Chubu","Urban"
"66490",9402527,"Chubu","Urban"
"66491",9590145,"Chubu","Urban"
"66492",9590152,"Chubu","Urban"
"66493",9590155,"Chubu","Urban"
"66494",9402502,"Chubu","Urban"
"66495",9540172,"Chubu","Urban"
"66496",9590162,"Chubu","Urban"
"66497",9402525,"Chubu","Urban"
"66498",9400098,"Chubu","Urban"
"66499",9494516,"Chubu","Urban"
"66500",9540213,"Chubu","Urban"
"66501",9402508,"Chubu","Urban"
"66502",9400126,"Chubu","Urban"
"66503",9402516,"Chubu","Urban"
"66504",9402514,"Chubu","Urban"
"66505",9400893,"Chubu","Urban"
"66506",9400122,"Chubu","Urban"
"66507",9494512,"Chubu","Urban"
"66508",9494503,"Chubu","Urban"
"66509",9540181,"Chubu","Urban"
"66510",9494515,"Chubu","Urban"
"66511",9402501,"Chubu","Urban"
"66512",9402504,"Chubu","Urban"
"66513",9590153,"Chubu","Urban"
"66514",9590142,"Chubu","Urban"
"66515",9402515,"Chubu","Urban"
"66516",9400031,"Chubu","Urban"
"66517",9402461,"Chubu","Urban"
"66518",9402306,"Chubu","Urban"
"66519",9560044,"Chubu","Rural"
"66520",9560004,"Chubu","Rural"
"66521",9560054,"Chubu","Rural"
"66522",9560025,"Chubu","Rural"
"66523",9560006,"Chubu","Rural"
"66524",9560834,"Chubu","Rural"
"66525",9560043,"Chubu","Rural"
"66526",9560835,"Chubu","Rural"
"66527",9560824,"Chubu","Rural"
"66528",9560804,"Chubu","Rural"
"66529",9560817,"Chubu","Rural"
"66530",9560045,"Chubu","Rural"
"66531",9560002,"Chubu","Rural"
"66532",9560827,"Chubu","Rural"
"66533",9560016,"Chubu","Rural"
"66534",9560818,"Chubu","Rural"
"66535",9560007,"Chubu","Rural"
"66536",9560826,"Chubu","Rural"
"66537",9560846,"Chubu","Rural"
"66538",9560832,"Chubu","Rural"
"66539",9560842,"Chubu","Rural"
"66540",9560037,"Chubu","Rural"
"66541",9560015,"Chubu","Rural"
"66542",9560122,"Chubu","Rural"
"66543",9560055,"Chubu","Rural"
"66544",9560828,"Chubu","Rural"
"66545",9560112,"Chubu","Rural"
"66546",9560051,"Chubu","Rural"
"66547",9560844,"Chubu","Rural"
"66548",9560101,"Chubu","Rural"
"66549",9560057,"Chubu","Rural"
"66550",9560034,"Chubu","Rural"
"66551",9560862,"Chubu","Rural"
"66552",9560123,"Chubu","Rural"
"66553",9560831,"Chubu","Rural"
"66554",9560036,"Chubu","Rural"
"66555",9560041,"Chubu","Rural"
"66556",9560853,"Chubu","Rural"
"66557",9560114,"Chubu","Rural"
"66558",9560024,"Chubu","Rural"
"66559",9560803,"Chubu","Rural"
"66560",9560000,"Chubu","Rural"
"66561",9560012,"Chubu","Rural"
"66562",9560011,"Chubu","Rural"
"66563",9560806,"Chubu","Rural"
"66564",9560811,"Chubu","Rural"
"66565",9560003,"Chubu","Rural"
"66566",9560855,"Chubu","Rural"
"66567",9560813,"Chubu","Rural"
"66568",9560026,"Chubu","Rural"
"66569",9560863,"Chubu","Rural"
"66570",9560053,"Chubu","Rural"
"66571",9560021,"Chubu","Rural"
"66572",9560833,"Chubu","Rural"
"66573",9560022,"Chubu","Rural"
"66574",9560017,"Chubu","Rural"
"66575",9560867,"Chubu","Rural"
"66576",9560117,"Chubu","Rural"
"66577",9560805,"Chubu","Rural"
"66578",9560861,"Chubu","Rural"
"66579",9560814,"Chubu","Rural"
"66580",9560854,"Chubu","Rural"
"66581",9560822,"Chubu","Rural"
"66582",9560816,"Chubu","Rural"
"66583",9560852,"Chubu","Rural"
"66584",9560843,"Chubu","Rural"
"66585",9560116,"Chubu","Rural"
"66586",9560836,"Chubu","Rural"
"66587",9560005,"Chubu","Rural"
"66588",9560864,"Chubu","Rural"
"66589",9560823,"Chubu","Rural"
"66590",9560031,"Chubu","Rural"
"66591",9560046,"Chubu","Rural"
"66592",9560115,"Chubu","Rural"
"66593",9560032,"Chubu","Rural"
"66594",9560001,"Chubu","Rural"
"66595",9560113,"Chubu","Rural"
"66596",9560023,"Chubu","Rural"
"66597",9560802,"Chubu","Rural"
"66598",9560052,"Chubu","Rural"
"66599",9560801,"Chubu","Rural"
"66600",9560812,"Chubu","Rural"
"66601",9560027,"Chubu","Rural"
"66602",9560013,"Chubu","Rural"
"66603",9560111,"Chubu","Rural"
"66604",9560815,"Chubu","Rural"
"66605",9560865,"Chubu","Rural"
"66606",9560121,"Chubu","Rural"
"66607",9560841,"Chubu","Rural"
"66608",9560845,"Chubu","Rural"
"66609",9560056,"Chubu","Rural"
"66610",9560866,"Chubu","Rural"
"66611",9560035,"Chubu","Rural"
"66612",9560847,"Chubu","Rural"
"66613",9560851,"Chubu","Rural"
"66614",9560837,"Chubu","Rural"
"66615",9560014,"Chubu","Rural"
"66616",9560821,"Chubu","Rural"
"66617",9560033,"Chubu","Rural"
"66618",9560825,"Chubu","Rural"
"66619",9518078,"Chubu","Urban"
"66620",9518161,"Chubu","Urban"
"66621",9501146,"Chubu","Urban"
"66622",9501136,"Chubu","Urban"
"66623",9518005,"Chubu","Urban"
"66624",9518162,"Chubu","Urban"
"66625",9518085,"Chubu","Urban"
"66626",9500084,"Chubu","Urban"
"66627",9518036,"Chubu","Urban"
"66628",9518142,"Chubu","Urban"
"66629",9518166,"Chubu","Urban"
"66630",9518164,"Chubu","Urban"
"66631",9518152,"Chubu","Urban"
"66632",9500072,"Chubu","Urban"
"66633",9518143,"Chubu","Urban"
"66634",9500865,"Chubu","Urban"
"66635",9518115,"Chubu","Urban"
"66636",9518025,"Chubu","Urban"
"66637",9518103,"Chubu","Urban"
"66638",9501147,"Chubu","Urban"
"66639",9518135,"Chubu","Urban"
"66640",9518163,"Chubu","Urban"
"66641",9518022,"Chubu","Urban"
"66642",9518136,"Chubu","Urban"
"66643",9518062,"Chubu","Urban"
"66644",9518086,"Chubu","Urban"
"66645",9518113,"Chubu","Urban"
"66646",9500916,"Chubu","Urban"
"66647",9500985,"Chubu","Urban"
"66648",9518041,"Chubu","Urban"
"66649",9518112,"Chubu","Urban"
"66650",9518131,"Chubu","Urban"
"66651",9518137,"Chubu","Urban"
"66652",9518016,"Chubu","Urban"
"66653",9518127,"Chubu","Urban"
"66654",9518064,"Chubu","Urban"
"66655",9518042,"Chubu","Urban"
"66656",9518075,"Chubu","Urban"
"66657",9500914,"Chubu","Urban"
"66658",9518153,"Chubu","Urban"
"66659",9500075,"Chubu","Urban"
"66660",9518084,"Chubu","Urban"
"66661",9500962,"Chubu","Urban"
"66662",9518052,"Chubu","Urban"
"66663",9518038,"Chubu","Urban"
"66664",9518117,"Chubu","Urban"
"66665",9500941,"Chubu","Urban"
"66666",9518167,"Chubu","Urban"
"66667",9500946,"Chubu","Urban"
"66668",9518083,"Chubu","Urban"
"66669",9518061,"Chubu","Urban"
"66670",9518101,"Chubu","Urban"
"66671",9518026,"Chubu","Urban"
"66672",9518123,"Chubu","Urban"
"66673",9518067,"Chubu","Urban"
"66674",9500932,"Chubu","Urban"
"66675",9518126,"Chubu","Urban"
"66676",9518046,"Chubu","Urban"
"66677",9500000,"Chubu","Urban"
"66678",9518021,"Chubu","Urban"
"66679",9518017,"Chubu","Urban"
"66680",9518165,"Chubu","Urban"
"66681",9518141,"Chubu","Urban"
"66682",9500948,"Chubu","Urban"
"66683",9500864,"Chubu","Urban"
"66684",9518033,"Chubu","Urban"
"66685",9500076,"Chubu","Urban"
"66686",9518006,"Chubu","Urban"
"66687",9501151,"Chubu","Urban"
"66688",9518047,"Chubu","Urban"
"66689",9500963,"Chubu","Urban"
"66690",9500902,"Chubu","Urban"
"66691",9518034,"Chubu","Urban"
"66692",9500949,"Chubu","Urban"
"66693",9500945,"Chubu","Urban"
"66694",9500077,"Chubu","Urban"
"66695",9518134,"Chubu","Urban"
"66696",9518118,"Chubu","Urban"
"66697",9518125,"Chubu","Urban"
"66698",9518063,"Chubu","Urban"
"66699",9518108,"Chubu","Urban"
"66700",9518002,"Chubu","Urban"
"66701",9500901,"Chubu","Urban"
"66702",9500085,"Chubu","Urban"
"66703",9500909,"Chubu","Urban"
"66704",9518013,"Chubu","Urban"
"66705",9518004,"Chubu","Urban"
"66706",9518058,"Chubu","Urban"
"66707",9518144,"Chubu","Urban"
"66708",9518023,"Chubu","Urban"
"66709",9518156,"Chubu","Urban"
"66710",9500950,"Chubu","Urban"
"66711",9518102,"Chubu","Urban"
"66712",9500903,"Chubu","Urban"
"66713",9518057,"Chubu","Urban"
"66714",9500926,"Chubu","Urban"
"66715",9518146,"Chubu","Urban"
"66716",9518154,"Chubu","Urban"
"66717",9518068,"Chubu","Urban"
"66718",9518015,"Chubu","Urban"
"66719",9518122,"Chubu","Urban"
"66720",9500944,"Chubu","Urban"
"66721",9500086,"Chubu","Urban"
"66722",9500933,"Chubu","Urban"
"66723",9500982,"Chubu","Urban"
"66724",9518066,"Chubu","Urban"
"66725",9518035,"Chubu","Urban"
"66726",9500157,"Chubu","Urban"
"66727",9518001,"Chubu","Urban"
"66728",9501148,"Chubu","Urban"
"66729",9500942,"Chubu","Urban"
"66730",9500931,"Chubu","Urban"
"66731",9518071,"Chubu","Urban"
"66732",9518044,"Chubu","Urban"
"66733",9500924,"Chubu","Urban"
"66734",9500947,"Chubu","Urban"
